_il,_it,_el,_et,meanPt,stdPt,PCA_2,PCA_1,fBD_2
0.00174,0.0003965,0.003725,0.00158,-0.13849,2.0298,0.18492,0.27651,0.46724
0.00257,0.0003965,0.003725,0.00158,-0.10448,2.3298,-0.0029705,0.31852,0.55053
0.0034,0.0003965,0.003725,0.00158,-0.075648,2.578,-0.14908,0.35189,0.48398
0.00257,0.000193,0.003725,0.00158,-0.06644,1.9367,-0.39144,0.25992,0.11629
0.00257,0.0006,0.003725,0.00158,-0.13482,2.6992,0.31171,0.36688,0.33495
0.00257,0.0003965,0.0012,0.00158,-0.03472,3.1734,-0.53787,0.42834,0.23426
0.00257,0.0003965,0.00625,0.00158,-0.13869,1.9636,0.23626,0.26676,0.34136
0.00257,0.0003965,0.003725,0.0008,-0.14593,3.0166,0.5429,0.40659,0.10508
0.00257,0.0003965,0.003725,0.00236,-0.081219,2.0298,-0.23091,0.27594,0.34254
